,ID,Loan Amount,Funded Amount,Funded Amount Investor,Term,Batch Enrolled,Interest Rate,Grade,Sub Grade,Employment Duration,Home Ownership,Verification Status,Payment Plan,Loan Title,Debit to Income,Delinquency - two years,Inquires - six months,Open Account,Public Record,Revolving Balance,Revolving Utilities,Total Accounts,Initial List Status,Total Received Interest,Total Received Late Fee,Recoveries,Collection Recovery Fee,Collection 12 months Medical,Application Type,Last week Pay,Accounts Delinquent,Total Collection Amount,Total Current Balance,Total Revolving Credit Limit,Loan Status
635,7159498,27890,6790,28307.27743,58,BAT1104812,10.745558,B,C2,RENT,46765.79857,Source Verified,n,Debt consolidation,12.15000018,1,0,11,0,14196,7.354208197999999,18,w,2230.68213,0.074343542,0.068544011,1.301770488,0,INDIVIDUAL,12,0,25,202529,57467,0
636,11546853,16522,8958,9330.67635,58,BAT2252229,17.560900699999998,C,B1,OWN,62018.3126,Not Verified,n,Credit card refinancing,28.73210121,0,0,14,0,21788,75.55656664,25,f,4453.363171,0.055628357,5.3197276680000005,1.202854055,0,INDIVIDUAL,121,0,30,127648,28970,0
637,60652914,11032,2749,8384.503244,58,BAT1930365,13.01996703,B,D1,MORTGAGE,67324.36192000001,Verified,n,Other,32.74075192,0,0,13,0,198,46.88048419,12,w,387.461696,0.049945372,4.41311093,0.007800061,0,INDIVIDUAL,54,0,32,82668,10136,1
638,42697934,2955,10681,19645.59694,58,BAT5714674,16.24539469,B,B4,MORTGAGE,81030.0285,Not Verified,n,Debt consolidation,16.67299915,0,0,10,0,10560,10.83640385,16,f,2008.946629,0.071898036,0.446404884,1.425876608,0,INDIVIDUAL,24,0,25,23537,3750,0
639,45691905,17332,28005,32111.94446,59,BAT1586599,15.67147229,C,C4,MORTGAGE,87137.30789,Source Verified,n,Credit card refinancing,32.19399413,0,0,7,0,1008,46.73203721,23,w,1500.791638,0.003871439,2.805397956,0.941200699,0,INDIVIDUAL,70,0,15,681,2888,1
640,18730936,10580,10073,31120.59615,59,BAT4351734,20.82415758,C,A2,MORTGAGE,82703.11799,Not Verified,n,Debt consolidation,13.85924221,1,0,12,0,10407,76.47981142,24,f,641.8769033,0.033027653,5.046805713,1.322070089,0,INDIVIDUAL,142,0,27,142261,15530,0
641,1864737,7644,15760,23079.44928,59,BAT3461431,6.77493235,C,B4,MORTGAGE,133250.6231,Not Verified,n,Debt consolidation,29.47133709,0,0,10,0,322,11.20906392,8,w,992.5955348,0.035394716,7.110873148,0.22675574,0,INDIVIDUAL,74,0,35,406710,5252,0
642,47778471,19476,7021,22560.85565,59,BAT3726927,13.13396119,B,C4,RENT,47148.33458,Source Verified,n,Debt consolidation,21.19743178,0,2,34,0,3406,36.34274758,28,w,2978.138571,0.02517945,2.596888194,0.8246961690000001,0,INDIVIDUAL,145,0,30,21977,20277,0
643,20219846,8063,26105,19629.96262,59,BAT3873588,11.44111569,C,G3,RENT,71959.05535,Not Verified,n,Home improvement,16.1333734,3,0,8,0,2929,13.9749821,33,w,697.0155037999999,0.013529195,0.055889775,0.506064595,0,INDIVIDUAL,90,0,17,125603,20031,0
644,14144521,31623,20849,11052.38715,59,BAT2428731,10.90278148,A,C4,RENT,58781.27382,Source Verified,n,Green loan,27.91212257,1,0,15,0,5590,13.12796115,27,w,1855.629539,0.023003781,1.928281798,0.010385903,0,INDIVIDUAL,14,0,20,420169,17232,0
645,10619792,15597,10621,11805.55808,59,BAT2803411,6.536699228,C,E3,MORTGAGE,29734.27935,Not Verified,n,Debt consolidation,25.78999814,1,0,22,0,82,36.4056628,21,w,1044.702227,0.074015565,0.938677229,1.301051293,0,INDIVIDUAL,7,0,527,206868,10256,0
646,36360776,3720,11894,32102.45529,59,BAT1104812,10.26934374,A,F2,MORTGAGE,51577.85489,Verified,n,Debt consolidation,33.02882922,0,0,9,1,1066,68.67724273,19,w,2348.739915,0.049578089,5.927357072,0.184050245,0,INDIVIDUAL,31,0,41,46340,16678,0
647,5095275,33025,13738,16672.94989,59,BAT2078974,7.063306904,A,C3,RENT,105649.847,Not Verified,n,Debt consolidation,16.23131257,0,0,9,0,19222,68.06012675,19,f,560.6646377999999,0.052991922,5.429562832,0.7067447920000001,0,INDIVIDUAL,88,0,17,553686,11573,0
648,37728601,13890,8907,15934.24188,58,BAT4136152,8.691236995,E,D1,RENT,108115.3653,Source Verified,n,Debt consolidation,9.07844441,1,0,12,0,80,49.57103092,23,w,7365.431046,18.93003994,9.106594148,0.969890485,0,INDIVIDUAL,104,0,41,570073,22189,0
649,54885700,8997,10548,6251.837497,59,BAT2078974,12.2817995,C,E1,MORTGAGE,62572.58827000001,Source Verified,n,Debt consolidation,16.51754755,0,0,10,0,1426,44.93456186,25,w,451.0783398,0.107231832,5.052176922,0.072434941,0,INDIVIDUAL,87,0,19,186605,12998,1
650,56420027,18077,16056,8193.444273000001,58,BAT1104812,14.40087396,E,A2,OWN,87077.95882999999,Verified,n,Other,35.3503015,0,0,26,0,13921,34.15486129999999,26,w,469.7729198,0.059673515,6.174689871,0.437574264,0,INDIVIDUAL,112,0,47,54204,10730,0
651,5873599,21980,17421,8047.250974,58,BAT4271519,6.5925663320000005,C,A5,OWN,47841.53483,Not Verified,n,Credit card refinancing,29.27774091,0,0,26,0,4853,60.07083294,22,f,2359.851868,0.1008320819999999,7.165112069,1.326259525,0,INDIVIDUAL,149,0,53,263329,2914,0
652,13606888,28954,23006,13973.66301,59,BAT2803411,11.70636806,B,D4,MORTGAGE,88674.00951,Source Verified,n,Debt consolidation,28.098638,1,0,13,0,1574,74.8167095,25,w,2279.600632,0.01627033,2.7042806360000005,0.330243121,0,INDIVIDUAL,68,0,27,280718,18366,0
653,51471793,11307,9593,10829.96882,58,BAT2252229,11.14174546,A,B5,OWN,65927.97956,Not Verified,n,Credit card refinancing,12.77547954,0,0,13,0,10970,75.17435202,19,w,279.5421222,0.127260812,6.390692692999999,1.229879171,0,INDIVIDUAL,137,0,32,114009,17016,0
654,61819441,26372,6727,19391.8541,58,BAT5341619,11.60573103,C,C2,RENT,141412.9285,Not Verified,n,Credit card refinancing,10.87502359,0,0,14,0,6722,4.573710256,24,w,6709.63374,0.080472802,5.242296889,0.98965203,0,INDIVIDUAL,91,0,37,323638,25382,0
655,32993276,18177,31147,14140.31531,59,BAT2136391,21.85811156,E,A5,RENT,54785.096970000006,Verified,n,Credit payoff,18.87952536,0,0,19,0,6851,19.18220984,20,f,5784.527875,0.073133339,2.1318032380000003,1.133387776,0,INDIVIDUAL,56,0,17,12591,37675,0
656,4989457,13267,30914,10669.97574,59,BAT2803411,15.76350257,C,A4,RENT,62375.07947,Verified,n,Credit card refinancing,16.53423708,0,0,13,0,285,50.27807525,20,w,10065.82023,0.0427370459999999,1.173774018,0.670365879,0,INDIVIDUAL,66,0,14,204211,15031,0
657,2305498,4969,18769,7413.524426999999,59,BAT3193689,9.750577574,C,B3,MORTGAGE,38674.26873,Verified,n,Debt consolidation,22.63737008,0,0,12,0,17246,39.98005426,13,f,7112.434249,0.064213417,3.085762362,0.857913294,0,INDIVIDUAL,94,0,15,201868,23955,0
658,39403293,22674,22753,8513.397442,59,BAT2575549,8.265972918,B,B4,RENT,41084.98323,Source Verified,n,Credit card refinancing,23.31405094,0,0,12,0,6656,81.96336354,29,w,2013.225396,0.03754607,4.351920715,0.743299948,0,INDIVIDUAL,83,0,57,105245,13626,0
659,9338919,24372,32375,10421.80678,59,BAT2428731,11.56852933,D,B5,RENT,56354.28261,Source Verified,n,Credit card refinancing,15.71431954,0,0,13,0,6119,87.5594233,21,f,150.2890065,0.029959115,5.780924015,1.168378746,0,INDIVIDUAL,48,0,50,91036,18737,0
660,31682459,11459,9259,13816.68264,58,BAT5629144,6.955124482,D,C4,RENT,85051.2547,Source Verified,n,Credit card refinancing,12.21811929,2,0,13,0,13860,50.93555802,9,f,115.7116718,31.86444219,6.658451682999999,1.128590302,0,INDIVIDUAL,160,0,39,45687,14526,0
661,29768735,14884,8592,25290.93082,59,BAT5341619,9.136488539,A,F4,RENT,50904.07805,Source Verified,n,Major purchase,32.1426798,0,0,17,0,4159,68.44730243,21,w,2949.273531,6.646616552999999,1350.235786,0.07396703,0,INDIVIDUAL,72,0,12,44782,26223,0
662,4769831,15800,5139,6107.350485,59,BAT1184694,9.767345449,C,C3,MORTGAGE,66004.79259,Source Verified,n,Credit card refinancing,21.9911615,0,0,12,0,1955,76.34824218,18,f,2951.619981,0.066935544,6.149681891,0.7255648290000001,0,INDIVIDUAL,112,0,33,128374,110553,0
663,11457629,22699,9840,21239.14906,59,BAT4136152,8.033262753999999,B,C5,MORTGAGE,73062.58953,Verified,n,Debt consolidation,36.38371494,1,0,17,0,5099,48.95338725,20,w,1773.931572,0.076716705,5.305533871000001,0.633853646,0,INDIVIDUAL,140,0,29,163863,16435,0
664,48135848,30556,14881,7992.684056999999,59,BAT4271519,13.76632941,A,B1,RENT,109724.5664,Verified,n,Vacation,36.03505716,0,0,24,0,34199,30.71646863,15,w,1722.060431,0.015523918,3.457056089,0.760022058,0,INDIVIDUAL,12,0,17,236393,79945,0
665,34938127,16664,20001,12388.08413,59,BAT2522922,14.81443556,E,A5,MORTGAGE,31870.9727,Verified,n,Other,19.71295811,1,0,10,0,2303,33.48491874,27,f,2289.84386,0.054771357,3.608265075,0.902985014,0,INDIVIDUAL,141,0,20,83543,22794,0
666,4772873,21971,8247,11705.78991,59,BAT4351734,8.451515131,A,B4,MORTGAGE,56008.23423,Source Verified,n,Credit card refinancing,29.81141127,0,0,13,0,10022,4.107980095,16,w,1284.418844,32.0287605,4.917932792,0.3966349729999999,0,INDIVIDUAL,130,0,49,75348,34506,1
667,11897803,16143,29635,6100.828001,59,BAT1586599,23.1396416,F,E3,MORTGAGE,108644.4531,Source Verified,n,Major purchase,16.67835815,0,0,8,0,26748,78.70700129,19,f,2771.435113,22.59376857,3.900664921,0.77380586,0,INDIVIDUAL,15,0,46,127004,22191,0
668,27382296,14042,34770,23093.18641,59,BAT3865626,10.89334721,A,E4,RENT,145735.4142,Not Verified,n,Debt consolidation,28.83532423,0,1,11,0,1326,22.12270862,20,f,824.1051701,4.014283997,4.775630604,1.3886629680000002,0,INDIVIDUAL,16,0,31,153223,24536,0
669,47332008,10753,26720,8024.868834000001,59,BAT1780517,9.683753753,B,D1,MORTGAGE,70921.14151,Not Verified,n,Car financing,28.15598239,0,0,14,0,10659,59.37054820000001,21,w,581.4367427999999,0.051350783,4.570949717,1.420095751,0,INDIVIDUAL,127,0,29,64586,7956,0
670,57381325,21716,7759,9815.939547,59,BAT1780517,12.23682493,C,A5,RENT,172977.4194,Not Verified,n,Debt consolidation,36.99595698,0,0,13,0,6496,85.76289016,7,w,2239.348781,0.018601285,2.117784914,0.4105293479999999,0,INDIVIDUAL,54,0,423,70251,24728,0
671,43089301,19776,31095,18748.71099,58,BAT2803411,5.639514835,C,E3,OWN,36667.89595,Source Verified,n,Credit card refinancing,13.52096509,1,0,9,0,435,56.59768222,36,f,2466.558165,0.025504011,0.691346815,0.6476012320000001,0,INDIVIDUAL,109,0,44,91398,20090,0
672,4342266,8942,5620,9419.873693,59,BAT2558388,19.50238363,B,F4,MORTGAGE,79034.5917,Not Verified,n,Debt consolidation,20.50532079,0,1,9,0,4432,92.02683917,18,w,5802.336804,0.010522598,1.553045326,0.1894563269999999,0,INDIVIDUAL,42,0,39,29334,27154,1
673,1478240,13717,13214,15811.21816,59,BAT5629144,10.21395849,D,B5,OWN,42662.83858,Source Verified,n,Other,27.10650887,0,0,11,0,3563,41.0547307,14,w,5460.434819,0.072357465,3.642662714,0.922687365,0,INDIVIDUAL,150,0,58,119641,1054,0
674,7003026,20621,21368,32189.02894,58,BAT1766061,11.43936421,D,C4,RENT,212214.3581,Verified,n,Debt consolidation,4.024753704,0,0,25,0,5352,77.63413648,36,f,1975.017613,0.004051009,2.865524548,0.920399609,0,INDIVIDUAL,60,0,527,162643,20588,0
675,14874226,19604,29520,9913.524146,59,BAT1184694,9.069487074,G,E1,OWN,66635.04449,Not Verified,n,Credit card refinancing,14.72676099,1,0,9,0,4871,54.07165741,16,w,11783.25184,0.065895231,3.499290682,1.049006532,0,INDIVIDUAL,117,0,26,100036,15831,0
676,37629591,10749,13202,3439.1749200000004,58,BAT1780517,12.17807733,A,B5,MORTGAGE,67194.58445,Not Verified,n,Debt consolidation,38.68076284,0,0,11,0,13029,95.18063583,17,f,4776.187620000001,0.105895215,0.137027037,1.182318494,0,INDIVIDUAL,76,0,49,317301,43322,0
677,9977826,16276,33835,22893.9503,58,BAT1184694,6.329828905,D,D4,MORTGAGE,42517.28978,Source Verified,n,Credit card refinancing,16.23194508,0,0,10,0,13125,51.09994479,19,w,1885.181145,0.0508731159999999,0.048744471,0.978351587,0,INDIVIDUAL,156,0,21,73277,5740,1
678,2332776,29552,17475,20909.84789,58,BAT5341619,16.57196299,A,D5,MORTGAGE,170718.6394,Not Verified,n,Credit card refinancing,20.26615693,0,0,22,0,5018,50.05084776,8,f,2637.401747,0.042526098,5.269213499,0.1503847459999999,0,INDIVIDUAL,70,0,25,211889,5056,0
679,51025001,27700,32031,15393.19893,59,BAT5849876,8.269281332,B,B3,MORTGAGE,81598.97317000001,Source Verified,n,Debt consolidation,21.29300994,0,0,9,0,9258,65.02329424,22,w,387.3259203,0.071464587,3.926812022,0.312872323,1,INDIVIDUAL,11,0,10,15311,6615,0
680,2665279,28425,28516,16533.806669999998,59,BAT3873588,6.307183794,B,E3,OWN,79737.12942000001,Source Verified,n,Credit card refinancing,37.30933773,0,0,8,0,7813,48.78467166,8,w,881.861091,0.085718995,4.176318112,0.394038008,0,INDIVIDUAL,15,0,46,168445,13570,0
681,35292579,8632,31780,6284.342186999999,58,BAT3873588,10.12873516,C,C1,RENT,118975.0642,Source Verified,n,Credit card refinancing,18.67374638,0,0,10,0,12486,67.49234585,21,f,5421.501725,0.110114744,3.841532675,1.105984867,0,INDIVIDUAL,12,0,38,162819,5177,0
682,16784842,9236,32826,16500.233480000003,59,BAT2558388,13.67366332,C,G5,RENT,159383.655,Source Verified,n,Debt Consolidation,30.369190600000003,0,0,13,0,7667,50.45271498,27,f,383.2691516,0.093423429,2884.807082,0.931497334,0,INDIVIDUAL,74,0,52,388324,22933,0
683,7953427,28897,12196,25223.55756,59,BAT2078974,12.57117156,B,C4,RENT,28635.88753,Source Verified,n,Credit card refinancing,23.88213992,1,0,15,0,8342,99.33159528,27,w,1565.564361,0.015421957,7.114182655,0.710340595,0,INDIVIDUAL,88,0,47,115882,4886,0
684,16358504,7065,15944,13053.816,59,BAT2522922,15.19083881,B,B5,MORTGAGE,64125.64891,Verified,n,Debt consolidation,25.60675753,0,0,16,0,5372,72.70131043,51,w,2412.133992,0.052351428,3.3636292880000003,1.734160912,0,INDIVIDUAL,103,0,36,12666,29687,0
685,17488388,9924,10635,34262.88259,59,BAT5547201,5.65496626,B,D2,OWN,60424.50329,Source Verified,n,Credit card refinancing,32.47072448,0,1,13,0,2019,68.08307791,17,f,3436.91903,31.91104604,0.483272416,1.248296919,0,INDIVIDUAL,95,0,19,517410,12349,0
686,25785322,14355,7326,24184.78524,58,BAT5924421,10.79008362,C,C3,RENT,56012.17088,Source Verified,n,Credit card refinancing,21.73753835,0,0,13,0,7510,34.46875315,19,w,387.1276764,0.091980351,1.60608062,1.16672259,0,INDIVIDUAL,63,0,22,131996,2471,1
687,20194132,12249,31237,10846.23362,58,BAT3726927,5.79402697,B,B3,MORTGAGE,116519.1119,Verified,n,Credit card refinancing,17.87311623,0,0,15,0,3301,45.85470846,22,w,1887.845369,0.054611205,4.80808228,0.064424313,0,INDIVIDUAL,20,0,26,340430,2539,0
688,61636977,31675,8353,9699.123361,58,BAT3193689,11.54048816,B,D5,MORTGAGE,130699.6751,Verified,n,Credit card refinancing,30.77541454,0,0,22,1,9790,80.50516727,25,f,2803.860233,0.004725943,2.42088611,1.136065339,0,INDIVIDUAL,52,0,37,185350,16938,0
689,29295412,17990,33401,11966.37408,58,BAT224923,18.46549631,B,A5,MORTGAGE,93886.3562,Source Verified,n,Debt consolidation,26.31302191,0,0,8,0,836,68.63588593,15,w,936.2252868,0.1325129069999999,1.91585144,0.204959138,0,INDIVIDUAL,47,0,43,100057,62871,0
690,57868461,4823,12199,10701.59392,59,BAT4136152,11.20079022,C,A1,MORTGAGE,117278.7338,Source Verified,n,Credit card refinancing,36.42282443,3,0,10,0,5376,20.69623129,6,w,1647.114658,0.046683714,2.442570063,0.6093133470000001,0,INDIVIDUAL,16,0,520,144760,9609,0
691,6388304,19848,26155,15762.408780000002,59,BAT3873588,11.91792057,B,B2,MORTGAGE,109927.0302,Source Verified,n,Debt consolidation,18.256259600000003,0,0,10,0,4490,56.66917128,18,w,2410.773209,0.001095227,5.445533757000001,0.600879713,0,INDIVIDUAL,98,0,5029,62487,11417,0
692,19151056,27854,7674,10322.09081,59,BAT1586599,14.47639873,B,F5,RENT,57809.69393,Not Verified,n,Credit card refinancing,26.03969891,0,0,10,0,670,57.59425228,18,w,788.0984089,0.073875745,0.122787103,0.153117245,0,INDIVIDUAL,9,0,1704,89478,9626,0
693,5573842,31055,23132,19897.09152,59,BAT2803411,10.75947166,B,B3,MORTGAGE,85869.90796,Source Verified,n,Debt consolidation,16.39619876,0,0,26,0,1826,82.12510993,18,w,2733.950852,0.106543945,6.175289299,0.741392785,0,INDIVIDUAL,47,0,8,15540,8413,0
694,28215398,9084,21504,15955.7877,58,BAT1586599,12.52368455,B,C5,MORTGAGE,34373.920710000006,Source Verified,n,Credit card refinancing,11.91358721,0,0,19,0,1653,61.21311312,12,f,13406.52172,0.00164961,5.055174063,0.610976559,0,INDIVIDUAL,130,0,40,165651,17899,0
695,64568837,7001,9744,13456.09909,59,BAT3193689,13.15720694,G,E1,MORTGAGE,55137.877,Not Verified,n,Credit card refinancing,29.96533368,1,0,17,0,3120,79.1586755,34,f,1662.938236,0.008581652,2613.443922,0.6912969040000001,0,INDIVIDUAL,64,0,14,136896,3514,0
696,2332500,21598,12413,12122.48656,59,BAT2558388,5.53964579,C,D1,RENT,48680.22879,Verified,n,Debt consolidation,25.35897791,0,0,17,0,10186,62.1816486,20,f,8491.554252,0.078015758,5.494568231000001,1.059444547,0,INDIVIDUAL,104,0,48,41545,37158,0
697,32650460,15766,21720,18765.2691,59,BAT4136152,9.347757668,C,D3,MORTGAGE,113405.6124,Not Verified,n,Credit card refinancing,26.29946725,0,0,9,0,5819,30.17126977,22,f,725.1564189,0.035628359,9.280892114,1.167473628,0,INDIVIDUAL,23,0,13,147393,18634,1
698,23309348,16019,6600,14936.90364,59,BAT1586599,6.210906532999999,C,C1,RENT,93397.48596,Source Verified,n,Credit card refinancing,9.963162162,1,0,13,0,2299,90.83960211,26,f,1072.496775,0.107691738,1.970472834,0.66673316,0,INDIVIDUAL,8,0,36,41414,7265,0
699,8450396,29237,22883,17329.97242,59,BAT3726927,12.85315922,D,C3,RENT,136191.6312,Source Verified,n,Credit card refinancing,38.01829013,0,0,13,0,4773,48.40448665,27,w,1441.079083,0.032593861,1.605100275,0.980715741,0,INDIVIDUAL,10,0,20,266320,12684,0
700,30892910,7086,7478,21595.39477,36,BAT1104812,11.77858931,B,F1,RENT,76666.27842999999,Verified,n,Debt consolidation,32.90876332,0,0,7,0,86340,35.48525824,34,w,1456.386623,0.0035324209999999,0.109463579,1.0058838490000002,0,INDIVIDUAL,131,0,33,77887,14926,0
701,7763234,18668,4236,8058.340523999999,59,BAT1766061,8.612300418,E,F2,RENT,40867.75545,Source Verified,n,Debt consolidation,24.96308991,0,0,5,0,8590,35.77996181,5,w,1189.0185,0.082342456,1.187502376,0.202072967,0,INDIVIDUAL,22,0,34,308388,13146,0
702,61253228,22991,7881,13263.78016,59,BAT4271519,17.81005379,C,B5,MORTGAGE,95813.94559,Verified,n,relief,17.93505764,0,0,10,0,28108,31.7507674,15,w,2366.106052,0.021628135,1.163109484,0.94789408,0,INDIVIDUAL,24,0,30,75073,18433,0
703,40246399,9669,11968,8607.773079,58,BAT5547201,5.461076981000001,C,F4,MORTGAGE,74685.91032000001,Verified,n,Debt consolidation,19.91404968,0,0,10,1,6182,33.35663476,18,f,7032.669087,0.022385502,1.554983201,0.006745004,0,INDIVIDUAL,25,0,12,66332,7240,0
704,5635589,25853,10545,13328.40486,59,BAT2078974,11.40641879,D,B4,MORTGAGE,67970.70651,Verified,n,Credit payoff,11.62171749,0,0,28,0,1738,50.79383281,18,f,1586.468923,0.0217070579999999,5.198856388,0.616946605,0,INDIVIDUAL,63,0,15,63570,2264,0
705,2535182,15440,25337,8413.429611,59,BAT4351734,8.399702281,C,D4,MORTGAGE,69268.3596,Verified,n,Home improvement,14.97326488,0,0,9,0,9498,62.40892938,18,f,2305.668572,0.043908483,2.207989529,0.832145487,0,INDIVIDUAL,38,0,48,457944,16384,0
706,1694440,21686,14175,14618.42405,59,BAT4808022,17.27355797,E,F3,MORTGAGE,108951.6905,Verified,n,Credit card refinancing,11.83122428,0,0,15,0,6438,56.47059006,16,w,91.29286487,0.142746589,4.163053947,1.077318292,0,INDIVIDUAL,75,0,12,52067,2303,0
707,3090801,4127,29008,16826.17033,59,BAT3873588,10.29004826,B,B4,MORTGAGE,75075.9395,Source Verified,n,Debt consolidation,39.43870239,1,2,29,0,2744,53.4094262,18,f,2843.452664,0.059477439,0.127793755,0.539431368,0,INDIVIDUAL,159,0,11,64519,41009,0
708,36100289,16328,8593,25097.18697,59,BAT2333412,5.349210599,B,B4,MORTGAGE,41247.60503,Verified,n,Debt consolidation,14.57219899,0,1,15,0,3117,54.00497132,24,w,3655.460692,0.048496733,2.646624351,0.52472956,0,INDIVIDUAL,72,0,16,450514,37229,0
709,17992687,29891,21293,6319.830953,59,BAT2803411,10.79566513,C,E3,RENT,78605.8792,Source Verified,n,Credit card refinancing,20.89928849,0,0,11,0,4462,56.47666035,37,w,1702.410133,0.029083736,1.238340735,0.7518017570000001,0,INDIVIDUAL,99,0,43,12370,16395,0
710,2891849,28773,8998,20865.65939,58,BAT1104812,13.17578366,A,A2,RENT,48961.8984,Not Verified,n,Debt consolidation,10.21390391,0,0,10,0,10486,62.48333316,11,f,1112.073187,0.050460459,4.569502792,0.593849654,0,INDIVIDUAL,145,0,39,37702,27732,0
711,28219916,32143,7738,8698.716411,59,BAT2803411,11.77949079,D,B5,MORTGAGE,99766.71247,Verified,n,Debt consolidation,32.86105682,0,0,12,0,10681,41.3936769,4,f,3837.949274,0.103961173,4.192447916,1.193257356,0,INDIVIDUAL,85,0,38,6587,30126,0
712,2510262,34696,32680,7476.151354,58,BAT2252229,12.96187489,D,C1,OWN,135114.47699999998,Not Verified,n,Credit card refinancing,31.11769345,1,0,18,0,3613,49.56505843,20,w,223.7047906,0.078824249,6.469952454,0.218095915,0,INDIVIDUAL,135,0,488,241834,49396,0
713,35079085,30847,6948,13968.89562,58,BAT1766061,14.31230351,E,C1,RENT,38062.29432,Not Verified,n,Credit card refinancing,20.52764679,0,0,13,0,991,66.84100494,23,w,126.4798759,0.037080176,3.1935119710000004,1.082553279,0,INDIVIDUAL,110,0,48,38169,35606,0
714,62426522,26895,9589,15159.609380000002,58,BAT5489674,16.6442549,C,B3,MORTGAGE,96521.34169,Source Verified,n,Debt consolidation,31.65193733,0,1,8,0,18160,27.2604874,19,w,1427.833802,0.118785255,4.795371912,0.7719599909999999,0,INDIVIDUAL,40,0,40,49817,14733,0
715,56397653,8764,5450,6185.135846,58,BAT4694572,10.97371697,B,C1,RENT,56015.66692999999,Source Verified,n,Credit card refinancing,31.93650353,0,0,14,0,4729,56.51171414,64,f,2919.620944,0.054309248,11.15297078,0.831758363,0,INDIVIDUAL,25,0,32,94163,24852,0
716,35736727,13816,25086,8798.049196,59,BAT1184694,7.526735081,D,B2,MORTGAGE,33124.83689,Source Verified,n,Credit card refinancing,9.844530681,1,0,22,0,19045,13.44077769,4,f,280.83973639999994,0.065940179,0.38814536,0.615068602,0,INDIVIDUAL,26,0,53,208269,2708,0
717,8617172,27994,34064,10414.38063,59,BAT1586599,10.74793263,A,B2,MORTGAGE,60461.98118,Source Verified,n,Credit card refinancing,18.26281478,0,0,10,0,12110,58.39421164,34,w,2696.070916,0.020928773,0.630937153,0.447117717,0,INDIVIDUAL,75,0,41,61917,25146,0
718,62491826,18017,21808,12277.80283,59,BAT1761981,12.03703642,A,E2,RENT,74081.92082999999,Verified,n,Green loan,27.67397491,1,0,25,0,2765,85.64000438,34,w,6889.961826999999,0.069197501,0.708418386,1.299572778,0,INDIVIDUAL,102,0,443,76639,11063,0
719,46186197,9305,11062,10939.15482,58,BAT4136152,14.98922881,A,C3,MORTGAGE,55485.93984,Not Verified,n,Credit card refinancing,26.75794786,0,2,15,0,8385,48.31605465,16,w,1044.306081,0.046070477,0.7174812629999999,0.782951341,0,INDIVIDUAL,145,0,41,45203,11023,0
720,5298201,20584,17842,15005.68081,59,BAT3873588,15.7578426,C,B5,RENT,73973.16999,Source Verified,n,Credit card refinancing,35.73492062,1,0,12,0,2105,67.71166081,13,w,891.058113,0.071384595,0.571843226,1.054065395,0,INDIVIDUAL,11,0,46,234404,1114,0
721,6739885,21636,31730,14629.46485,58,BAT1930365,8.369410198999999,E,C4,RENT,71367.62377,Not Verified,n,Debt Consolidation,33.31013121,1,0,14,0,598,68.154765,15,f,911.5503182,0.137982134,3.039061925,0.223540618,0,INDIVIDUAL,114,0,43,22519,1823,0
722,14721809,21009,18858,7423.606478,59,BAT3873588,11.16621715,C,A5,OWN,69017.02622,Verified,n,Debt consolidation,13.89668603,0,2,7,0,4491,63.36664137,34,f,239.3330854,0.116721354,3.72240824,0.521748036,0,INDIVIDUAL,55,0,1,999709,9380,0
723,23918647,22002,6298,21851.88516,58,BAT5849876,15.73802026,D,A5,RENT,89634.4033,Not Verified,n,Debt consolidation,32.4007168,0,0,23,0,2639,60.22417707,20,w,3331.441166,0.02441506,0.432952102,0.536120281,0,INDIVIDUAL,11,0,44,106444,1668,0
724,65777111,21270,9852,22870.58747,36,BAT1586599,10.47673039,C,E2,MORTGAGE,92417.643,Verified,n,Debt Consolidation,24.73856922,5,1,15,0,12536,87.50121608,10,f,5368.833645000001,15.37368551,1.704656281,0.5494104670000001,0,INDIVIDUAL,5,0,31,26551,10164,0
725,2443078,31382,8291,13668.0353,58,BAT2428731,13.23819426,A,A5,MORTGAGE,62853.57405,Not Verified,n,Credit card refinancing,32.31428404,1,0,9,0,2420,69.88429915,14,f,3371.4922409999995,0.060658349,0.563185378,0.549859352,0,INDIVIDUAL,42,0,23,23911,11646,0
726,47111116,5444,29359,13146.10579,59,BAT3873588,11.2379636,C,C5,RENT,49021.53648,Not Verified,n,Debt consolidation,17.18378658,2,0,11,0,117,82.61540825,6,f,1137.566452,0.007213451,3.482441149,0.070639067,1,INDIVIDUAL,134,0,11,154950,39419,1
727,4682788,30904,10730,22654.90257,59,BAT1104812,19.02876429,E,D3,RENT,113486.0812,Verified,n,Debt Consolidation,20.56724868,0,0,15,0,2522,55.18364212,22,w,662.4199606000001,0.072706735,0.361679074,0.217585182,0,INDIVIDUAL,69,0,41,92431,27345,0
728,2112231,32342,8353,17785.28085,58,BAT2003848,16.23028542,C,C1,MORTGAGE,89964.37138,Verified,n,Credit card refinancing,15.1318695,0,0,10,0,261,73.6107769,10,w,6771.841276,0.0682973529999999,4.206122762,0.796883507,0,INDIVIDUAL,14,0,20,170188,8021,0
729,46496960,21478,15789,8922.941848999999,58,BAT5849876,12.13656002,B,B4,MORTGAGE,41929.18236,Source Verified,n,Home improvement,23.81228874,0,0,11,0,6806,25.03361438,25,w,1323.927107,0.0686705079999999,8.867440122,0.3088232039999999,0,INDIVIDUAL,30,0,36,383592,3314,0
